,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Num_of_Routes_Covered,Month,Duration_min,Season,1_Long_layover,Change_airports,Business_class,Flight_Dept_Slot,Day_of_Dept,Is_Weekend,Price_capped,Arrival_Hour,Journey_Month,Price_Category,Route_Pair,Airline_enc,Source_enc,Destination_enc,Season_enc,Flight_Dept_Slot_enc
3959,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 14:05:00,2026-02-07 22:35:00,8h 30m,1,No info,13364,2,4,510,Summer,0,0,0,Aft,Monday,0,13364.0,22,4,Very High,Kolkata → Banglore,4,3,0,1,0
3960,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 06:30:00,2026-02-07 16:20:00,9h 50m,1,In-flight meal not included,10844,2,5,590,Summer,0,0,0,Mrng,Sunday,1,10844.0,16,5,High,Kolkata → Banglore,4,3,0,1,2
3961,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 20:00:00,2026-02-07 04:40:00,8h 40m,1,No info,13941,2,5,520,Summer,0,0,0,Evng,Wednesday,0,13941.0,4,5,Very High,Kolkata → Banglore,4,3,0,1,1
3962,Jet Airways,2019-06-12,Delhi,Cochin,DEL → NAG → BOM → COK,1900-01-01 06:45:00,2026-02-07 04:25:00,21h 40m,2,In-flight meal not included,10919,3,6,1300,Monsoon,0,0,0,Mrng,Wednesday,0,10919.0,4,6,High,Delhi → Cochin,4,2,1,0,2
3963,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 05:45:00,2026-02-07 13:15:00,7h 30m,1,No info,12284,2,3,450,Summer,0,0,0,Mrng,Monday,0,12284.0,13,3,Very High,Banglore → New Delhi,4,0,5,1,2
3964,IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → COK,1900-01-01 08:35:00,2026-02-07 22:20:00,13h 45m,1,No info,6790,2,3,825,Summer,0,0,0,Mrng,Thursday,0,6790.0,22,3,Medium,Delhi → Cochin,3,2,1,1,2
3965,IndiGo,2019-05-18,Mumbai,Hyderabad,BOM → HYD,1900-01-01 06:25:00,2026-02-07 07:55:00,1h 30m,0,No info,4392,1,5,90,Summer,0,0,0,Mrng,Saturday,1,4392.0,7,5,Low,Mumbai → Hyderabad,3,4,3,1,2
3966,Air India,2019-06-06,Delhi,Cochin,DEL → AMD → BOM → COK,1900-01-01 05:00:00,2026-02-07 19:15:00,38h 15m,2,No info,9653,3,6,2295,Monsoon,0,0,0,Mrng,Thursday,0,9653.0,19,6,High,Delhi → Cochin,1,2,1,0,2
3967,SpiceJet,2019-06-21,Mumbai,Hyderabad,BOM → HYD,1900-01-01 05:45:00,2026-02-07 07:15:00,1h 30m,0,No info,2753,1,6,90,Monsoon,0,0,0,Mrng,Friday,0,2753.0,7,6,Low,Mumbai → Hyderabad,7,4,3,0,2
3968,Air India,2019-05-18,Kolkata,Banglore,CCU → HYD → BLR,1900-01-01 19:00:00,2026-02-07 11:05:00,16h 5m,1,No info,6327,2,5,965,Summer,0,0,0,Evng,Saturday,1,6327.0,11,5,Medium,Kolkata → Banglore,1,3,0,1,1
3969,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → HYD → COK,1900-01-01 07:10:00,2026-02-07 22:20:00,15h 10m,1,In-flight meal not included,11125,2,3,910,Summer,0,0,0,Mrng,Sunday,1,11125.0,22,3,High,Delhi → Cochin,5,2,1,1,2
3970,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1900-01-01 22:50:00,2026-02-07 19:00:00,20h 10m,1,In-flight meal not included,10262,2,6,1210,Monsoon,0,0,0,Nyt,Thursday,0,10262.0,19,6,High,Delhi → Cochin,4,2,1,0,3
3971,Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,1900-01-01 17:30:00,2026-02-07 04:25:00,10h 55m,1,In-flight meal not included,10262,2,6,655,Monsoon,0,0,0,Evng,Sunday,1,10262.0,4,6,High,Delhi → Cochin,4,2,1,0,1
3972,Air Asia,2019-05-27,Delhi,Cochin,DEL → BLR → COK,1900-01-01 16:45:00,2026-02-07 22:25:00,5h 40m,1,No info,6752,2,5,340,Summer,0,0,0,Aft,Monday,0,6752.0,22,5,Medium,Delhi → Cochin,0,2,1,1,0
3973,IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,1900-01-01 06:05:00,2026-02-07 08:50:00,2h 45m,0,No info,4423,1,5,165,Summer,0,0,0,Mrng,Monday,0,4423.0,8,5,Low,Banglore → Delhi,3,0,2,1,2
3974,Air Asia,2019-05-21,Banglore,Delhi,BLR → DEL,1900-01-01 11:10:00,2026-02-07 13:55:00,2h 45m,0,No info,3383,1,5,165,Summer,0,0,0,Mrng,Tuesday,0,3383.0,13,5,Low,Banglore → Delhi,0,0,2,1,2
3975,Air India,2019-06-15,Delhi,Cochin,DEL → UDR → BOM → COK,1900-01-01 13:20:00,2026-02-07 07:40:00,18h 20m,2,No info,12121,3,6,1100,Monsoon,0,0,0,Aft,Saturday,1,12121.0,7,6,High,Delhi → Cochin,1,2,1,0,0
3976,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,1900-01-01 11:40:00,2026-02-07 01:30:00,13h 50m,1,No info,9021,2,5,830,Summer,0,0,0,Mrng,Thursday,0,9021.0,1,5,High,Delhi → Cochin,5,2,1,1,2
3977,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1900-01-01 11:40:00,2026-02-07 19:15:00,7h 35m,1,No info,8266,2,6,455,Monsoon,0,0,0,Mrng,Thursday,0,8266.0,19,6,High,Delhi → Cochin,5,2,1,0,2
3978,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1900-01-01 19:45:00,2026-02-07 19:00:00,23h 15m,1,No info,14714,2,6,1395,Monsoon,0,0,0,Evng,Monday,0,14714.0,19,6,Very High,Delhi → Cochin,4,2,1,0,1
3979,Air India,2019-06-27,Delhi,Cochin,DEL → BHO → BOM → COK,1900-01-01 05:55:00,2026-02-07 19:15:00,13h 20m,2,No info,11386,3,6,800,Monsoon,0,0,0,Mrng,Thursday,0,11386.0,19,6,High,Delhi → Cochin,1,2,1,0,2
3980,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 08:55:00,2026-02-07 08:15:00,23h 20m,1,No info,14815,2,3,1400,Summer,0,0,0,Mrng,Wednesday,0,14815.0,8,3,Very High,Banglore → New Delhi,4,0,5,1,2
3981,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1900-01-01 09:00:00,2026-02-07 04:25:00,19h 25m,1,In-flight meal not included,13843,2,3,1165,Summer,0,0,0,Mrng,Wednesday,0,13843.0,4,3,Very High,Delhi → Cochin,4,2,1,1,2
3982,IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,1900-01-01 07:30:00,2026-02-07 21:00:00,13h 30m,1,No info,7191,2,5,810,Summer,0,0,0,Mrng,Wednesday,0,7191.0,21,5,Medium,Delhi → Cochin,3,2,1,1,2
3983,SpiceJet,2019-03-03,Kolkata,Banglore,CCU → BLR,1900-01-01 17:15:00,2026-02-07 19:45:00,2h 30m,0,No info,6251,1,3,150,Summer,0,0,0,Evng,Sunday,1,6251.0,19,3,Medium,Kolkata → Banglore,7,3,0,1,1
3985,SpiceJet,2019-03-15,Kolkata,Banglore,CCU → BLR,1900-01-01 22:20:00,2026-02-07 00:40:00,2h 20m,0,No check-in baggage included,3815,1,3,140,Summer,0,0,0,Nyt,Friday,0,3815.0,0,3,Low,Kolkata → Banglore,7,3,0,1,3
3986,Air India,2019-05-15,Mumbai,Hyderabad,BOM → HYD,1900-01-01 19:30:00,2026-02-07 20:45:00,1h 15m,0,No info,3100,1,5,75,Summer,0,0,0,Evng,Wednesday,0,3100.0,20,5,Low,Mumbai → Hyderabad,1,4,3,1,1
3987,Vistara,2019-06-21,Delhi,Cochin,DEL → COK,1900-01-01 14:40:00,2026-02-07 17:50:00,3h 10m,0,No info,6216,1,6,190,Monsoon,0,0,0,Aft,Friday,0,6216.0,17,6,Medium,Delhi → Cochin,9,2,1,0,0
3988,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 14:00:00,2026-02-07 01:30:00,11h 30m,1,No info,13377,2,6,690,Monsoon,0,0,0,Aft,Thursday,0,13377.0,1,6,Very High,Delhi → Cochin,5,2,1,0,0
3989,IndiGo,2019-03-21,Banglore,New Delhi,BLR → HYD → DEL,1900-01-01 07:30:00,2026-02-07 12:20:00,4h 50m,1,No info,5694,2,3,290,Summer,0,0,0,Mrng,Thursday,0,5694.0,12,3,Medium,Banglore → New Delhi,3,0,5,1,2
3990,Air India,2019-05-21,Kolkata,Banglore,CCU → VNS → DEL → BLR,1900-01-01 14:30:00,2026-02-07 12:30:00,22h,2,No info,15107,3,5,1320,Summer,0,0,0,Aft,Tuesday,0,15107.0,12,5,Very High,Kolkata → Banglore,1,3,0,1,0
3991,Air India,2019-03-09,Delhi,Cochin,DEL → BOM → COK,1900-01-01 23:00:00,2026-02-07 19:15:00,20h 15m,1,No info,11260,2,3,1215,Summer,0,0,0,Nyt,Saturday,1,11260.0,19,3,High,Delhi → Cochin,1,2,1,1,3
3992,Air India,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 08:00:00,2026-02-07 19:15:00,11h 15m,1,No info,9929,2,5,675,Summer,0,0,0,Mrng,Monday,0,9929.0,19,5,High,Delhi → Cochin,1,2,1,1,2
3993,Air India,2019-03-21,Delhi,Cochin,DEL → MAA → COK,1900-01-01 20:40:00,2026-02-07 09:25:00,12h 45m,1,No info,5642,2,3,765,Summer,0,0,0,Evng,Thursday,0,5642.0,9,3,Medium,Delhi → Cochin,1,2,1,1,1
3994,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,1900-01-01 13:00:00,2026-02-07 01:30:00,12h 30m,1,No info,15078,2,5,750,Summer,0,0,0,Aft,Thursday,0,15078.0,1,5,Very High,Delhi → Cochin,5,2,1,1,0
3995,Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,1900-01-01 14:00:00,2026-02-07 01:30:00,11h 30m,1,No info,13377,2,6,690,Monsoon,0,0,0,Aft,Wednesday,0,13377.0,1,6,Very High,Delhi → Cochin,5,2,1,0,0
3996,Air India,2019-05-15,Kolkata,Banglore,CCU → DEL → COK → BLR,1900-01-01 20:30:00,2026-02-07 13:45:00,17h 15m,2,No info,16057,3,5,1035,Summer,0,0,0,Evng,Wednesday,0,16057.0,13,5,Very High,Kolkata → Banglore,1,3,0,1,1
3997,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 05:45:00,2026-02-07 10:45:00,5h,1,No info,12284,2,3,300,Summer,0,0,0,Mrng,Monday,0,12284.0,10,3,Very High,Banglore → New Delhi,4,0,5,1,2
3998,Jet Airways,2019-03-18,Mumbai,Hyderabad,BOM → HYD,1900-01-01 19:35:00,2026-02-07 21:05:00,1h 30m,0,No info,5678,1,3,90,Summer,0,0,0,Evng,Monday,0,5678.0,21,3,Medium,Mumbai → Hyderabad,4,4,3,1,1
3999,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1900-01-01 18:00:00,2026-02-07 01:35:00,7h 35m,1,No info,17703,2,3,455,Summer,0,0,0,Evng,Sunday,1,17703.0,1,3,Very High,Delhi → Cochin,5,2,1,1,1
4000,IndiGo,2019-06-03,Banglore,Delhi,BLR → DEL,1900-01-01 07:10:00,2026-02-07 10:05:00,2h 55m,0,No info,4823,1,6,175,Monsoon,0,0,0,Mrng,Monday,0,4823.0,10,6,Low,Banglore → Delhi,3,0,2,0,2
4001,Air India,2019-04-01,Kolkata,Banglore,CCU → IXR → BBI → BLR,1900-01-01 05:50:00,2026-02-07 13:15:00,7h 25m,2,No info,5562,3,4,445,Summer,0,0,0,Mrng,Monday,0,5562.0,13,4,Medium,Kolkata → Banglore,1,3,0,1,2
4002,IndiGo,2019-03-06,Delhi,Cochin,DEL → BBI → COK,1900-01-01 02:35:00,2026-02-07 08:30:00,5h 55m,1,No info,13790,2,3,355,Summer,0,0,0,Nyt,Wednesday,0,13790.0,8,3,Very High,Delhi → Cochin,3,2,1,1,3
4003,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 16:30:00,2026-02-07 08:15:00,15h 45m,1,In-flight meal not included,8586,2,5,945,Summer,0,0,0,Aft,Wednesday,0,8586.0,8,5,High,Kolkata → Banglore,4,3,0,1,0
4004,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 07:30:00,2026-02-07 19:00:00,11h 30m,1,No info,11264,2,5,690,Summer,0,0,0,Mrng,Monday,0,11264.0,19,5,High,Delhi → Cochin,5,2,1,1,2
4005,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 18:55:00,2026-02-07 04:40:00,9h 45m,1,In-flight meal not included,9663,2,5,585,Summer,0,0,0,Evng,Sunday,1,9663.0,4,5,High,Kolkata → Banglore,4,3,0,1,1
4006,IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1900-01-01 08:30:00,2026-02-07 21:00:00,12h 30m,1,No info,6416,2,6,750,Monsoon,0,0,0,Mrng,Thursday,0,6416.0,21,6,Medium,Delhi → Cochin,3,2,1,0,2
4007,IndiGo,2019-03-09,Delhi,Cochin,DEL → BOM → COK,1900-01-01 16:00:00,2026-02-07 21:00:00,5h,1,No info,7725,2,3,300,Summer,0,0,0,Aft,Saturday,1,7725.0,21,3,Medium,Delhi → Cochin,3,2,1,1,0
4008,Jet Airways,2019-06-01,Delhi,Cochin,DEL → NAG → BOM → COK,1900-01-01 14:35:00,2026-02-07 12:35:00,22h,2,No info,13376,3,6,1320,Monsoon,0,0,0,Aft,Saturday,1,13376.0,12,6,Very High,Delhi → Cochin,4,2,1,0,0
4009,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 13:55:00,2026-02-07 12:00:00,22h 5m,1,No info,14231,2,3,1325,Summer,0,0,0,Aft,Sunday,1,14231.0,12,3,Very High,Kolkata → Banglore,4,3,0,1,0
4010,Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1900-01-01 11:30:00,2026-02-07 04:25:00,16h 55m,1,No info,19828,2,3,1015,Summer,0,0,0,Mrng,Sunday,1,18766.85,4,3,Very High,Delhi → Cochin,4,2,1,1,2
4011,Jet Airways,2019-03-27,Mumbai,Hyderabad,BOM → HYD,1900-01-01 07:10:00,2026-02-07 08:35:00,1h 25m,0,No info,8040,1,3,85,Summer,0,0,0,Mrng,Wednesday,0,8040.0,8,3,Medium,Mumbai → Hyderabad,4,4,3,1,2
4013,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1900-01-01 09:00:00,2026-02-07 19:00:00,10h,1,No info,16079,2,5,600,Summer,0,0,0,Mrng,Tuesday,0,16079.0,19,5,Very High,Delhi → Cochin,4,2,1,1,2
4014,Air India,2019-03-03,Mumbai,Hyderabad,BOM → HYD,1900-01-01 21:05:00,2026-02-07 22:25:00,1h 20m,0,No info,4937,1,3,80,Summer,0,0,0,Nyt,Sunday,1,4937.0,22,3,Low,Mumbai → Hyderabad,1,4,3,1,3
4015,Air India,2019-06-27,Delhi,Cochin,DEL → HYD → BOM → COK,1900-01-01 17:15:00,2026-02-07 07:40:00,14h 25m,2,No info,13039,3,6,865,Monsoon,0,0,0,Evng,Thursday,0,13039.0,7,6,Very High,Delhi → Cochin,1,2,1,0,1
4016,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 20:25:00,2026-02-07 14:25:00,18h,1,In-flight meal not included,9314,2,5,1080,Summer,0,0,0,Evng,Wednesday,0,9314.0,14,5,High,Kolkata → Banglore,4,3,0,1,1
4017,SpiceJet,2019-06-27,Delhi,Cochin,DEL → BLR → COK,1900-01-01 17:55:00,2026-02-07 22:50:00,4h 55m,1,No info,4957,2,6,295,Monsoon,0,0,0,Evng,Thursday,0,4957.0,22,6,Low,Delhi → Cochin,7,2,1,0,1
4018,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1900-01-01 04:00:00,2026-02-07 11:30:00,7h 30m,1,No info,14973,2,3,450,Summer,0,0,0,Nyt,Sunday,1,14973.0,11,3,Very High,Delhi → Cochin,5,2,1,1,3
4019,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 08:25:00,2026-02-07 16:20:00,7h 55m,1,No info,14571,2,6,475,Monsoon,0,0,0,Mrng,Sunday,1,14571.0,16,6,Very High,Kolkata → Banglore,4,3,0,0,2
4020,IndiGo,2019-05-06,Kolkata,Banglore,CCU → BLR,1900-01-01 14:25:00,2026-02-07 16:55:00,2h 30m,0,No info,5224,1,5,150,Summer,0,0,0,Aft,Monday,0,5224.0,16,5,Medium,Kolkata → Banglore,3,3,0,1,0
4021,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1900-01-01 09:15:00,2026-02-07 19:00:00,9h 45m,1,No info,11622,2,6,585,Monsoon,0,0,0,Mrng,Monday,0,11622.0,19,6,High,Delhi → Cochin,5,2,1,0,2
4022,GoAir,2019-05-27,Banglore,Delhi,BLR → DEL,1900-01-01 20:55:00,2026-02-07 23:40:00,2h 45m,0,No info,3419,1,5,165,Summer,0,0,0,Evng,Monday,0,3419.0,23,5,Low,Banglore → Delhi,2,0,2,1,1
4023,Jet Airways,2019-06-01,Delhi,Cochin,DEL → BHO → BOM → COK,1900-01-01 05:30:00,2026-02-07 12:35:00,7h 5m,2,In-flight meal not included,13344,3,6,425,Monsoon,0,0,0,Mrng,Saturday,1,13344.0,12,6,Very High,Delhi → Cochin,4,2,1,0,2
4024,IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1900-01-01 16:00:00,2026-02-07 01:30:00,9h 30m,1,No info,6316,2,6,570,Monsoon,0,0,0,Aft,Thursday,0,6316.0,1,6,Medium,Delhi → Cochin,3,2,1,0,0
4025,IndiGo,2019-06-21,Mumbai,Hyderabad,BOM → HYD,1900-01-01 16:55:00,2026-02-07 18:25:00,1h 30m,0,No info,4392,1,6,90,Monsoon,0,0,0,Aft,Friday,0,4392.0,18,6,Low,Mumbai → Hyderabad,3,4,3,0,0
4027,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 18:55:00,2026-02-07 12:00:00,17h 5m,1,In-flight meal not included,8529,2,6,1025,Monsoon,0,0,0,Evng,Wednesday,0,8529.0,12,6,High,Kolkata → Banglore,4,3,0,0,1
4028,Jet Airways,2019-06-12,Delhi,Cochin,DEL → ATQ → BOM → COK,1900-01-01 12:15:00,2026-02-07 12:35:00,24h 20m,2,No info,14300,3,6,1460,Monsoon,0,0,0,Aft,Wednesday,0,14300.0,12,6,Very High,Delhi → Cochin,4,2,1,0,0
4029,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 13:00:00,2026-02-07 01:30:00,12h 30m,1,No info,7198,2,5,750,Summer,0,0,0,Aft,Monday,0,7198.0,1,5,Medium,Delhi → Cochin,5,2,1,1,0
4030,Jet Airways,2019-06-12,Delhi,Cochin,DEL → ATQ → BOM → COK,1900-01-01 18:20:00,2026-02-07 19:00:00,24h 40m,2,No info,14300,3,6,1480,Monsoon,0,0,0,Evng,Wednesday,0,14300.0,19,6,Very High,Delhi → Cochin,4,2,1,0,1
4031,Jet Airways,2019-04-03,Banglore,Delhi,BLR → DEL,1900-01-01 18:55:00,2026-02-07 22:00:00,3h 5m,0,No info,7229,1,4,185,Summer,0,0,0,Evng,Wednesday,0,7229.0,22,4,Medium,Banglore → Delhi,4,0,2,1,1
4032,SpiceJet,2019-06-09,Kolkata,Banglore,CCU → BLR,1900-01-01 09:00:00,2026-02-07 11:25:00,2h 25m,0,No check-in baggage included,3841,1,6,145,Monsoon,0,0,0,Mrng,Sunday,1,3841.0,11,6,Low,Kolkata → Banglore,7,3,0,0,2
4033,Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,1900-01-01 06:00:00,2026-02-07 08:45:00,2h 45m,0,In-flight meal not included,4030,1,5,165,Summer,0,0,0,Mrng,Wednesday,0,4030.0,8,5,Low,Banglore → Delhi,4,0,2,1,2
4034,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1900-01-01 20:55:00,2026-02-07 04:25:00,7h 30m,1,No info,16079,2,5,450,Summer,0,0,0,Evng,Tuesday,0,16079.0,4,5,Very High,Delhi → Cochin,4,2,1,1,1
4035,IndiGo,2019-05-27,Mumbai,Hyderabad,BOM → HYD,1900-01-01 12:00:00,2026-02-07 13:30:00,1h 30m,0,No info,2754,1,5,90,Summer,0,0,0,Aft,Monday,0,2754.0,13,5,Low,Mumbai → Hyderabad,3,4,3,1,0
4036,IndiGo,2019-06-03,Delhi,Cochin,DEL → BLR → COK,1900-01-01 05:10:00,2026-02-07 10:05:00,4h 55m,1,No info,6842,2,6,295,Monsoon,0,0,0,Mrng,Monday,0,6842.0,10,6,Medium,Delhi → Cochin,3,2,1,0,2
4037,Vistara,2019-03-24,Banglore,New Delhi,BLR → DEL,1900-01-01 09:50:00,2026-02-07 12:35:00,2h 45m,0,No info,6138,1,3,165,Summer,0,0,0,Mrng,Sunday,1,6138.0,12,3,Medium,Banglore → New Delhi,9,0,5,1,2
4038,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 20:00:00,2026-02-07 04:40:00,8h 40m,1,No info,12576,2,6,520,Monsoon,0,0,0,Evng,Wednesday,0,12576.0,4,6,Very High,Kolkata → Banglore,4,3,0,0,1
4039,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 09:35:00,2026-02-07 14:25:00,28h 50m,1,No info,13067,2,5,1730,Summer,0,0,0,Mrng,Sunday,1,13067.0,14,5,Very High,Kolkata → Banglore,4,3,0,1,2
4040,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → GAU → BLR,1900-01-01 10:20:00,2026-02-07 17:35:00,7h 15m,1,No info,9358,2,5,435,Summer,0,0,0,Mrng,Monday,0,9358.0,17,5,High,Kolkata → Banglore,4,3,0,1,2
4041,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 08:25:00,2026-02-07 04:40:00,20h 15m,1,In-flight meal not included,8586,2,5,1215,Summer,0,0,0,Mrng,Thursday,0,8586.0,4,5,High,Kolkata → Banglore,4,3,0,1,2
4042,Air India,2019-04-06,Banglore,Delhi,BLR → DEL,1900-01-01 13:20:00,2026-02-07 16:10:00,2h 50m,0,No info,5176,1,4,170,Summer,0,0,0,Aft,Saturday,1,5176.0,16,4,Low,Banglore → Delhi,1,0,2,1,0
4043,Air India,2019-06-15,Delhi,Cochin,DEL → MAA → COK,1900-01-01 20:40:00,2026-02-07 09:25:00,12h 45m,1,No info,7480,2,6,765,Monsoon,0,0,0,Evng,Saturday,1,7480.0,9,6,Medium,Delhi → Cochin,1,2,1,0,1
4044,Air India,2019-06-06,Kolkata,Banglore,CCU → IXR → DEL → BLR,1900-01-01 05:50:00,2026-02-07 12:30:00,30h 40m,2,No info,12723,3,6,1840,Monsoon,0,0,0,Mrng,Thursday,0,12723.0,12,6,Very High,Kolkata → Banglore,1,3,0,0,2
4045,Air India,2019-04-01,Kolkata,Banglore,CCU → BBI → BLR,1900-01-01 09:10:00,2026-02-07 13:15:00,4h 5m,1,No info,5793,2,4,245,Summer,0,0,0,Mrng,Monday,0,5793.0,13,4,Medium,Kolkata → Banglore,1,3,0,1,2
4046,Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,1900-01-01 09:00:00,2026-02-07 19:15:00,10h 15m,1,No info,14848,2,6,615,Monsoon,0,0,0,Mrng,Wednesday,0,14848.0,19,6,Very High,Delhi → Cochin,5,2,1,0,2
4047,Air India,2019-05-15,Delhi,Cochin,DEL → AMD → BOM → COK,1900-01-01 05:00:00,2026-02-07 19:15:00,38h 15m,2,No info,10493,3,5,2295,Summer,0,0,0,Mrng,Wednesday,0,10493.0,19,5,High,Delhi → Cochin,1,2,1,1,2
4048,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 20:25:00,2026-02-07 18:00:00,21h 35m,1,No info,11467,2,5,1295,Summer,0,0,0,Evng,Thursday,0,11467.0,18,5,High,Kolkata → Banglore,4,3,0,1,1
4049,Air India,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 03:50:00,2026-02-07 19:15:00,15h 25m,1,No info,9719,2,5,925,Summer,0,0,0,Nyt,Monday,0,9719.0,19,5,High,Delhi → Cochin,1,2,1,1,3
4050,SpiceJet,2019-04-15,Kolkata,Banglore,CCU → BLR,1900-01-01 22:20:00,2026-02-07 00:40:00,2h 20m,0,No info,3873,1,4,140,Summer,0,0,0,Nyt,Monday,0,3873.0,0,4,Low,Kolkata → Banglore,7,3,0,1,3
4051,IndiGo,2019-03-21,Delhi,Cochin,DEL → MAA → COK,1900-01-01 02:05:00,2026-02-07 07:25:00,5h 20m,1,No info,4862,2,3,320,Summer,0,0,0,Nyt,Thursday,0,4862.0,7,3,Low,Delhi → Cochin,3,2,1,1,3
4052,SpiceJet,2019-04-03,Banglore,Delhi,BLR → DEL,1900-01-01 09:30:00,2026-02-07 12:20:00,2h 50m,0,No info,3971,1,4,170,Summer,0,0,0,Mrng,Wednesday,0,3971.0,12,4,Low,Banglore → Delhi,7,0,2,1,2
4053,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 11:40:00,2026-02-07 10:25:00,22h 45m,1,In-flight meal not included,7832,2,3,1365,Summer,0,0,0,Mrng,Thursday,0,7832.0,10,3,Medium,Banglore → New Delhi,4,0,5,1,2
4054,SpiceJet,2019-05-21,Banglore,Delhi,BLR → DEL,1900-01-01 09:30:00,2026-02-07 12:20:00,2h 50m,0,No info,3625,1,5,170,Summer,0,0,0,Mrng,Tuesday,0,3625.0,12,5,Low,Banglore → Delhi,7,0,2,1,2
4055,Vistara,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 17:00:00,2026-02-07 18:50:00,25h 50m,1,No info,8610,2,5,1550,Summer,0,0,0,Evng,Wednesday,0,8610.0,18,5,High,Kolkata → Banglore,9,3,0,1,1
4056,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1900-01-01 09:00:00,2026-02-07 15:30:00,6h 30m,1,No info,14486,2,3,390,Summer,0,0,0,Mrng,Thursday,0,14486.0,15,3,Very High,Delhi → Cochin,5,2,1,1,2
4057,SpiceJet,2019-05-09,Kolkata,Banglore,CCU → BLR,1900-01-01 09:00:00,2026-02-07 11:25:00,2h 25m,0,No check-in baggage included,3841,1,5,145,Summer,0,0,0,Mrng,Thursday,0,3841.0,11,5,Low,Kolkata → Banglore,7,3,0,1,2
4058,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 14:05:00,2026-02-07 04:40:00,14h 35m,1,No info,13941,2,5,875,Summer,0,0,0,Aft,Thursday,0,13941.0,4,5,Very High,Kolkata → Banglore,4,3,0,1,0
4059,IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,1900-01-01 18:55:00,2026-02-07 21:50:00,2h 55m,0,No info,4823,1,5,175,Summer,0,0,0,Evng,Sunday,1,4823.0,21,5,Low,Banglore → Delhi,3,0,2,1,1
